Brand,Sub Brand AS,Brand Group AS,SPGR,NART,Active NART,Description,Product Type,SPGR Status,NART Status,Barcode (Pieces),Barcode (Shrink),Barcode (Carton),Shelf Life (days),PTT per Pieces,Last Price Update,Pieces per Shrink,Pieces per Carton,Shrink per Carton,Length (Pieces),Width (Pieces),Height (Pieces),Length (Shrink),Width (Shrink),Height (Shrink),Length (Carton),Width (Carton),Height (Carton),Gross Weight per Pieces,Gross Weight per Shrink,Gross Weight per Carton,Volume per Pieces,Volume per Shrink,Volume per Carton,Product Name (TRAX),Product EAN Code (TRAX),HS Code
Nivea,NCRM Cremes,Creme,NCRM Creme 50ml,80133-04801-41,80133-04801-95,NCREME 50ml,Regular,Discontinue,Inactive,8999777801335,8999777013356,8999777013363,900," 11,040 ",4/1/2024,6,48,8,5.70 cm,5.70 cm,3.10 cm,11.40 cm,5.70 cm,9.20 cm,24.30 cm,12.30 cm,20.60 cm,0.06 Kg,0.36 Kg,2.93 Kg,100.7 Cm³,597.8 Cm³,0.006 M³,NCRM PLS_JAR 50ML,80133,3304.99.30
Nivea,NCRM Cremes,Creme,NCRM Creme 50ml,80133-04800-41,80133-04801-95,NCREME 50ml,Regular,Discontinue,Inactive,8999777801335,8999777008949,8999777008956,900," 9,475 ",12/31/2017,4,120,30,5.70 cm,5.70 cm,3.20 cm,5.70 cm,5.70 cm,12.80 cm,29.80 cm,18.40 cm,26.20 cm,0.06 Kg,0.24 Kg,7.46 Kg,104.0 Cm³,415.9 Cm³,0.014 M³,NCRM PLS_JAR 50ML,80133,3304.99.30
Nivea,NCRM Cremes,Creme,NCRM Creme 50ml,80133-04800-17,80133-04801-95,NCREME 50ml,Regular,Discontinue,Inactive,8999777801335,08999777000042,18999777801332,900," 11,040 ",4/1/2024,6,48,8,5.70 cm,5.70 cm,3.10 cm,11.40 cm,5.70 cm,9.20 cm,24.30 cm,12.30 cm,20.60 cm,0.06 Kg,0.36 Kg,2.93 Kg,100.7 Cm³,597.8 Cm³,0.006 M³,NCREME JAR 50ML,80133,3304.99.30
Nivea,NCRM Cremes,Creme,NCRM Creme 50ml,48330-00000-91,80133-04801-95,NCREME 50ml,Regular,Discontinue,Inactive,8999777801335,08999777000042,18999777801332,900," 6,956 ",12/31/2017,6,48,8,5.70 cm,5.70 cm,3.10 cm,11.40 cm,5.70 cm,9.20 cm,24.30 cm,12.30 cm,20.60 cm,0.06 Kg,0.36 Kg,2.93 Kg,100.7 Cm³,597.8 Cm³,0.006 M³,NCREME JAR 50ML,80133,3304.99.30
Nivea,NCRM Cremes,Creme,NCRM Creme 100ml,80130-04801-95,80130-04801-95,NIVEA Creme Jar 100ml,Regular,Discontinue,Inactive,8999777801304,,8999777013332,900," 17,000 ",4/1/2024,0,36,0,7.00 cm,7.00 cm,4.20 cm,0.00 cm,0.00 cm,0.00 cm,43.60 cm,15.10 cm,14.20 cm,0.11 Kg,0.00 Kg,4.25 Kg,205.8 Cm³,,0.009 M³,NCRM_CREME_100,80130,3304.99.30
Nivea,NCRM Cremes,Creme,NCRM Creme 100ml,80130-04801-41,80130-04801-95,NCREME 100ml,Regular,Discontinue,Inactive,8999777801304,,8999777013332,900," 17,000 ",4/1/2024,0,36,0,7.00 cm,7.00 cm,4.20 cm,0.00 cm,0.00 cm,0.00 cm,43.60 cm,15.10 cm,14.20 cm,0.11 Kg,0.00 Kg,4.25 Kg,205.8 Cm³,,0.009 M³,NCRM PLS_JAR 100ML,80130,3304.99.30
Nivea,NCRM Cremes,Creme,NCRM Creme 100ml,80130-04800-41,80130-04801-95,NCREME 100ml,Regular,Discontinue,Inactive,8999777801304,8999777008925,8999777008932,900," 15,400 ",12/31/2019,3,24,8,7.00 cm,7.00 cm,4.20 cm,7.00 cm,7.00 cm,12.60 cm,29.20 cm,15.20 cm,14.00 cm,0.11 Kg,0.34 Kg,2.83 Kg,205.8 Cm³,617.4 Cm³,0.006 M³,NCRM PLS_JAR 100ML,80130,3304.99.30
Nivea,NCRM Cremes,Creme,NCRM Creme 100ml,80130-04800-17,80130-04801-95,NCREME 100ml,Regular,Discontinue,Inactive,8999777801304,08999777000073,18999777801301,900," 17,000 ",4/1/2024,6,36,6,7.00 cm,7.00 cm,4.20 cm,0.00 cm,0.00 cm,0.00 cm,43.00 cm,14.50 cm,13.00 cm,0.11 Kg,0.00 Kg,4.25 Kg,205.8 Cm³,,0.008 M³,NCREME JAR 100ML,80130,3304.99.30
Nivea,NCRM Cremes,Creme,NCRM Creme 100ml,48330-00000-92,80130-04801-95,NCREME 100ml,Regular,Discontinue,Inactive,8999777801304,08999777000073,18999777801301,900," 12,434 ",12/31/2017,6,36,6,7.00 cm,7.00 cm,4.20 cm,0.00 cm,0.00 cm,0.00 cm,43.00 cm,14.50 cm,13.00 cm,0.11 Kg,0.00 Kg,4.25 Kg,205.8 Cm³,,0.008 M³,NCREME JAR 100ML,80130,3304.99.30
Nivea,NCRM Cremes,Creme,NCRM Creme 100ml,48332-00118-00,80130-04801-95,NCRM Creme 100 + Booklet,Promo,Discontinue,Inactive,8999777801304,,8999777013332,900," 17,000 ",4/1/2024,6,36,6,7.50 cm,7.50 cm,5.50 cm,0.00 cm,0.00 cm,0.00 cm,43.60 cm,15.10 cm,14.70 cm,0.12 Kg,0.00 Kg,4.41 Kg,309.4 Cm³,,0.010 M³,NCREME JAR 100 + BOOKLET,80130,3304.99.30
Nivea,NCRM Cremes,Creme,NCRM Creme 10ml,48332-00018-00,48332-00018-00,NIVEA Creme Jar 10ml,Promo,Discontinue,Inactive,,,,900," 1,419 ",12/31/2017,,,,,,,,,,,,,,,,,,,,,3304.99.30
Nivea,NCRM Cremes,Creme,NCRM Creme Tin 10ml,48332-00174-00,48332-00174-00,NIVEA Creme Tin 10ml,Sample,Discontinue,Inactive,4005808801138,,4005808032419,900, -   ,12/31/2019,0,320,0,4.20 cm,4.20 cm,1.00 cm,0.00 cm,0.00 cm,0.00 cm,35.00 cm,22.40 cm,10.40 cm,0.01 Kg,0.00 Kg,4.04 Kg,17.6 Cm³,,0.008 M³,NCRM TIN 10ML,80113,3304.99.30
Nivea,NCRM Cremes,Creme,NCRM Creme Tin 10ml,80113-00001-41,48332-00174-00,NCREME Tin 10ml,Sample,Discontinue,Inactive,4005808801138,,4005808032419,900, -   ,12/31/2018,0,320,0,4.20 cm,4.20 cm,1.00 cm,0.00 cm,0.00 cm,0.00 cm,35.00 cm,22.40 cm,10.40 cm,0.01 Kg,0.00 Kg,4.22 Kg,17.6 Cm³,,0.008 M³,NCRM TIN 10ML,80113,3304.99.30
Nivea,NCRM Cremes,Creme,NCRM Creme Tin 10ml,48332-00096-00,48332-00174-00,NCREME Tin 10ml,Sample,Discontinue,Inactive,4005808801138,,4005808032419,900, -   ,12/30/1899,0,320,0,4.20 cm,4.20 cm,1.00 cm,0.00 cm,0.00 cm,0.00 cm,35.00 cm,22.40 cm,10.40 cm,0.01 Kg,0.00 Kg,4.22 Kg,17.6 Cm³,,0.008 M³,NCRM TIN 10ML,80113,3304.99.30
Nivea,NCRM Cremes,Creme,NCRM Creme Tin 150ml,48332-00151-00,48332-00151-00,NIVEA Creme Tin 150ml,Sample,Discontinue,Inactive,8850029801049,4005808206261,8999777016760,900," 17,335 ",4/1/2024,3,24,8,9.70 cm,9.70 cm,2.50 cm,9.70 cm,9.70 cm,7.60 cm,21.60 cm,21.20 cm,17.50 cm,0.16 Kg,0.49 Kg,4.05 Kg,235.2 Cm³,715.1 Cm³,0.008 M³,NCREME_TIN_150ML_DONATIO,80104,3304.99.30
Nivea,NCRM Cremes,Soft,NSFT Soft 25ml,89053-04800-41,89053-04800-41,NIVEA Soft 25ml,Regular,Discontinue,Inactive,8999777890537,,8999777016005,1095," 6,440 ",4/1/2024,0,60,0,5.70 cm,5.70 cm,2.10 cm,0.00 cm,0.00 cm,0.00 cm,29.80 cm,12.80 cm,13.20 cm,0.04 Kg,0.00 Kg,2.21 Kg,68.2 Cm³,,0.005 M³,NSFT PLS_JAR MINI 25ML,89053,3304.99.30
Nivea,NCRM Cremes,Soft,NSFT Soft 25ml,89053-04800-40,89053-04800-41,NSOFT Jar 25ml,Regular,Discontinue,Inactive,8999777890537,08997770000106,08997770000113,900," 6,440 ",4/1/2024,6,60,10,5.70 cm,5.70 cm,2.00 cm,8.20 cm,5.70 cm,5.70 cm,30.00 cm,13.00 cm,14.60 cm,0.04 Kg,0.21 Kg,2.16 Kg,65.0 Cm³,266.4 Cm³,0.006 M³,NSFT PLS_JAR MINI 25ML,89053,3304.99.30
Nivea,NCRM Cremes,Soft,NSFT Soft 25ml,89053-04800-90,89053-04800-41,NSOFT Jar 25ml,Regular,Discontinue,Inactive,8999777890537,08997770000106,08997770000113,900," 6,440 ",4/1/2024,6,60,10,5.70 cm,5.70 cm,2.00 cm,8.20 cm,5.70 cm,5.70 cm,30.00 cm,13.00 cm,14.60 cm,0.04 Kg,0.21 Kg,2.16 Kg,65.0 Cm³,266.4 Cm³,0.006 M³,NSFT PLS_JAR MINI 25ML,89053,3304.99.30
Nivea,NCRM Cremes,Soft,NSFT Soft 25ml,89053-04800-20,89053-04800-41,NSOFT Jar 25ml,Regular,Discontinue,Inactive,8999777890537,08997770000106,08997770000113,1095," 6,063 ",12/31/2017,6,60,10,5.70 cm,5.70 cm,2.00 cm,8.20 cm,5.70 cm,5.70 cm,30.00 cm,13.00 cm,14.60 cm,0.04 Kg,0.21 Kg,2.16 Kg,65.0 Cm³,266.4 Cm³,0.006 M³,NSFT PLS_JAR MINI 25ML,89053,3304.99.30
Nivea,NCRM Cremes,Soft,NSFT Soft 25ml,89053-04800-12,89053-04800-41,NSOFT 25ml,Regular,Discontinue,Inactive,8999777890537,08997770000106,08997770000113,1095," 4,521 ",12/31/2017,6,60,10,5.70 cm,5.70 cm,2.00 cm,8.20 cm,5.70 cm,5.70 cm,30.00 cm,13.00 cm,14.60 cm,0.04 Kg,0.21 Kg,2.16 Kg,65.0 Cm³,266.4 Cm³,0.006 M³,NSFT PLS_JAR MINI 25ML,89053,3304.99.30
Nivea,NCRM Cremes,Soft,NSFT Soft 50ml,89054-04800-41,89054-04800-41,NIVEA Soft 50ml,Regular,Active,Active,8999777890544,,8999777016012,1095," 14,090 ",4/1/2024,0,48,0,5.70 cm,5.70 cm,3.20 cm,0.00 cm,0.00 cm,0.00 cm,24.10 cm,12.10 cm,19.70 cm,0.06 Kg,0.00 Kg,3.08 Kg,104.0 Cm³,,0.006 M³,NSFT PLS_JAR 50ML,89054,3304.99.30
Nivea,NCRM Cremes,Soft,NSFT Soft 50ml,89054-04800-40,89054-04800-41,NSOFT Jar 50ml,Regular,Active,Inactive,8999777890544,08997770000137,08997770000144,900," 14,090 ",4/1/2024,6,48,8,5.70 cm,5.70 cm,3.20 cm,11.40 cm,5.70 cm,9.20 cm,24.30 cm,12.30 cm,20.60 cm,0.06 Kg,0.37 Kg,2.98 Kg,104.0 Cm³,597.8 Cm³,0.006 M³,NSFT PLS_JAR 50ML,89054,3304.99.30
Nivea,NCRM Cremes,Soft,NSFT Soft 50ml,89054-04800-90,89054-04800-41,NSOFT Jar 50ml,Regular,Active,Inactive,8999777890544,08997770000137,08997770000144,900," 13,670 ",4/1/2024,6,48,8,5.70 cm,5.70 cm,3.20 cm,11.40 cm,5.70 cm,9.20 cm,24.30 cm,12.30 cm,20.60 cm,0.06 Kg,0.37 Kg,2.98 Kg,104.0 Cm³,597.8 Cm³,0.006 M³,NSFT PLS_JAR 50ML,89054,3304.99.30
Nivea,NCRM Cremes,Soft,NSFT Soft 50ml,89054-04800-20,89054-04800-41,NSOFT Jar 50ml,Regular,Active,Inactive,8999777890544,08997770000137,08997770000144,1095," 10,009 ",12/31/2022,6,48,8,5.70 cm,5.70 cm,3.20 cm,11.40 cm,5.70 cm,9.20 cm,24.30 cm,12.30 cm,20.60 cm,0.06 Kg,0.37 Kg,2.98 Kg,104.0 Cm³,597.8 Cm³,0.006 M³,NSFT PLS_JAR 50ML,89054,3304.99.30
Nivea,NCRM Cremes,Soft,NSFT Soft 50ml,89054-04800-12,89054-04800-41,NSOFT 50ml,Regular,Active,Inactive,8999777890544,08997770000137,08997770000144,1095," 7,827 ",12/31/2017,6,48,8,5.70 cm,5.70 cm,3.20 cm,11.40 cm,5.70 cm,9.20 cm,24.30 cm,12.30 cm,20.60 cm,0.06 Kg,0.37 Kg,2.98 Kg,104.0 Cm³,597.8 Cm³,0.006 M³,NSFT PLS_JAR 50ML,89054,3304.99.30
Nivea,NCRM Cremes,Soft,NSFT Soft 50ml,48330-00000-06,89054-04800-41,"NSOFT ""I Love Being In Love"" 50ml",Promo,Active,Inactive,8999777890544,08997770000137,08997770000144,1095," 7,827 ",12/31/2017,6,48,8,5.70 cm,5.70 cm,3.20 cm,11.40 cm,5.70 cm,9.20 cm,24.30 cm,12.30 cm,20.60 cm,0.06 Kg,0.37 Kg,2.98 Kg,104.0 Cm³,597.8 Cm³,0.006 M³,NSFT PLS_JAR 50ML,89054,3304.99.30
Nivea,NCRM Cremes,Soft,NSFT Soft 50ml,48330-00000-05,89054-04800-41,"NSOFT ""I Love My Self"" 50ml",Promo,Active,Inactive,8999777890544,08997770000137,08997770000144,1095," 7,827 ",12/31/2017,6,48,8,5.70 cm,5.70 cm,3.20 cm,11.40 cm,5.70 cm,9.20 cm,24.30 cm,12.30 cm,20.60 cm,0.06 Kg,0.37 Kg,2.98 Kg,104.0 Cm³,597.8 Cm³,0.006 M³,NSFT PLS_JAR 50ML,89054,3304.99.30
Nivea,NCRM Cremes,Soft,NSFT Soft 100ml,89059-04800-41,89059-04800-41,NIVEA Soft 100ml,Regular,Active,Active,8999777890551,,8999777008475,1095," 22,300 ",4/1/2024,0,36,0,7.00 cm,7.00 cm,4.20 cm,0.00 cm,0.00 cm,0.00 cm,43.60 cm,15.10 cm,14.20 cm,0.12 Kg,0.00 Kg,4.35 Kg,205.8 Cm³,,0.009 M³,NSFT PLS_JAR 100ML,89059,3304.99.30
Nivea,NCRM Cremes,Soft,NSFT Soft 100ml,89059-04800-40,89059-04800-41,NSOFT Jar 100ml,Regular,Active,Inactive,8999777890551,,8999777008475,900," 22,300 ",4/1/2024,0,36,0,7.00 cm,7.00 cm,4.20 cm,0.00 cm,0.00 cm,0.00 cm,43.60 cm,15.10 cm,14.20 cm,0.12 Kg,0.00 Kg,4.61 Kg,205.8 Cm³,,0.009 M³,NSFT PLS_JAR 100ML,89059,3304.99.30
Nivea,NCRM Cremes,Soft,NSFT Soft 100ml,89059-04800-90,89059-04800-41,NSOFT Jar 100ml,Regular,Active,Inactive,8999777890551,08997770000168,08997770000175,900," 22,300 ",4/1/2024,6,36,6,7.00 cm,7.00 cm,4.20 cm,0.00 cm,0.00 cm,0.00 cm,26.50 cm,25.00 cm,19.70 cm,0.12 Kg,0.00 Kg,4.39 Kg,205.8 Cm³,,0.013 M³,NSFT PLS_JAR 100ML,89059,3304.99.30
Nivea,NCRM Cremes,Soft,NSFT Soft 100ml,89059-04800-20,89059-04800-41,NSOFT Jar 100ml,Regular,Active,Inactive,8999777890551,08997770000168,08997770000175,1095," 16,597 ",12/31/2017,6,36,6,7.00 cm,7.00 cm,4.20 cm,0.00 cm,0.00 cm,0.00 cm,26.50 cm,25.00 cm,19.70 cm,0.12 Kg,0.00 Kg,4.39 Kg,205.8 Cm³,,0.013 M³,NSFT PLS_JAR 100ML,89059,3304.99.30
Nivea,NCRM Cremes,Soft,NSFT Soft 100ml,89059-04800-12,89059-04800-41,NSOFT 100ml,Regular,Active,Inactive,8999777890551,08997770000168,08997770000175,1095," 14,348 ",12/31/2017,6,36,6,7.00 cm,7.00 cm,4.20 cm,0.00 cm,0.00 cm,0.00 cm,26.50 cm,25.00 cm,19.70 cm,0.12 Kg,0.00 Kg,4.39 Kg,205.8 Cm³,,0.013 M³,NSFT PLS_JAR 100ML,89059,3304.99.30
Nivea,NCRM Cremes,Soft,NSFT Mix Me 3in1 Dumbo 50ml,48330-00166-00,48330-00166-00,NIVEA Soft Mix Me  3in1 Dumbo 50ml,Promo,Discontinue,Inactive,8999777012540,,8999777012557,900," 38,000 ",4/1/2024,0,16,0,5.80 cm,5.80 cm,10.50 cm,0.00 cm,0.00 cm,0.00 cm,24.60 cm,24.60 cm,11.00 cm,0.20 Kg,0.00 Kg,3.28 Kg,353.2 Cm³,,0.007 M³,NSOFT MIX ME 3IN1 DUMBO,80177,3304.99.30
Nivea,NCRM Cremes,Soft,NSFT Green 100ml,80178-04800-40,80178-04800-40,NIVEA Soft Mix Me Chilled Green 100ml,Promo,Discontinue,Inactive,8999777010379,8999777010386,8999777010393,900," 19,000 ",4/1/2024,3,24,8,7.10 cm,7.10 cm,4.30 cm,7.10 cm,7.10 cm,12.50 cm,29.50 cm,15.20 cm,13.60 cm,0.12 Kg,0.36 Kg,2.95 Kg,216.8 Cm³,630.1 Cm³,0.006 M³,NSFT PLS_JAR LMT_EDT_GRN 100ML,80178,3304.99.30
Nivea,NCRM Cremes,Soft,NSFT Pink 100ml,80182-04800-40,80182-04800-40,NIVEA Soft Mix Me Charming Pink 100ml,Promo,Discontinue,Inactive,8999777010430,8999777010447,8999777010454,900," 19,000 ",4/1/2024,3,24,8,7.10 cm,7.10 cm,4.30 cm,7.10 cm,7.10 cm,12.50 cm,29.50 cm,15.20 cm,13.60 cm,0.12 Kg,0.36 Kg,2.95 Kg,216.8 Cm³,630.1 Cm³,0.006 M³,NSFT PLS_JAR LMT_EDT_PNK 100ML,80182,3304.99.30
Nivea,NCRM Cremes,Soft,NSFT Yellow 100ml,80185-04800-40,80185-04800-40,NIVEA Soft Mix Me Exotic Yellow 100ml,Promo,Discontinue,Inactive,8999777010492,8999777010508,8999777010515,900," 19,000 ",4/1/2024,3,24,8,7.10 cm,7.10 cm,4.30 cm,7.10 cm,7.10 cm,12.50 cm,29.50 cm,15.20 cm,13.60 cm,0.12 Kg,0.36 Kg,2.97 Kg,216.8 Cm³,630.1 Cm³,0.006 M³,NSFT PLS_JAR LMT_EDT_YLW 100ML,80185,3304.99.30
Nivea,Nivea Face Care,NFC Care,NFC White Make Up Starter 2in1 Moisturizing Day Serum SPF33 PA+++ 30ml,86686-04800-01,86686-04800-01,NIVEA White Make Up Starter 2in1 Moisturizing Day Serum SPF33 PA+++ 30ml,Regular,Discontinue,Inactive,8999777006662,8999777006679,8999777006686,1095," 37,400 ",4/1/2024,3,12,4,6.00 cm,2.50 cm,15.60 cm,7.70 cm,6.00 cm,15.60 cm,16.20 cm,13.00 cm,18.00 cm,0.05 Kg,0.16 Kg,0.72 Kg,234.0 Cm³,720.7 Cm³,0.004 M³,NFC MUS 30ML _WAOC_2IN1_DAY_SRM,86686,3304.99.30
Nivea,Nivea Face Care,NFC Care,NFC White Make Up Clear 3in1 Facial Foam 20ml,86470-04800-01,86470-04800-01,NIVEA White Make Up Clear 3in1 Facial Foam 20ml,Sample,Discontinue,Inactive,8999777007157,8999777007164,8999777007171,900, -   ,12/30/1899,6,48,8,3.90 cm,2.50 cm,10.40 cm,20.80 cm,4.00 cm,10.40 cm,43.60 cm,18.20 cm,12.30 cm,0.03 Kg,0.17 Kg,1.59 Kg,101.4 Cm³,865.3 Cm³,0.010 M³,NFC MK_UP_CR 3IN1_WHT_FM 20ML,86470,3401.30.00
Nivea,Nivea Face Care,NFC Care,NFC White Make Up Clear Oil Control 2in1 Facial Foam 20ml,86618-04801-15,86618-04801-15,NIVEA White Make Up Clear Oil Control 2in1 Facial Foam 20ml,Sample,Discontinue,Inactive,,,,900, -   ,12/30/1899,,,,,,,,,,,,,,,,,,,,,3401.30.00
Nivea,Nivea Face Care,NFC Care,NFC White Make Up Clear Oil Control 2in1 Facial Foam 20ml,86618-04800-15,86618-04801-15,NFC Make Up Clear 3in1 Whitening Foam 20ml,Sample,Discontinue,Inactive,,,,900, -   ,12/30/1899,,,,,,,,,,,,,,,,,,,,,3401.30.00
Nivea,Nivea Face Care,NFC Care,NFC White Make Up Starter Day Cream SPF15 25ml,86694-04800-01,86694-04800-01,NIVEA White Make Up Starter Day Cream SPF15 25ml,Regular,Discontinue,Inactive,8999777007133,,8999777007140,900," 22,650 ",4/1/2024,0,24,0,6.00 cm,6.00 cm,4.00 cm,0.00 cm,0.00 cm,0.00 cm,26.10 cm,19.60 cm,10.20 cm,0.05 Kg,0.00 Kg,1.26 Kg,144.0 Cm³,,0.005 M³,NFC MUS WHT_CRM 25ML IN,86694,3304.99.30
Nivea,Nivea Face Care,NFC Care,NFC White Make Up Starter Day Cream SPF15 50ml,86693-04800-01,86693-04800-01,NIVEA White Make Up Starter Day Cream SPF15 50ml,Regular,Discontinue,Inactive,8999777007119,,8999777007126,900," 30,500 ",4/1/2024,0,12,0,6.00 cm,6.00 cm,4.80 cm,0.00 cm,0.00 cm,0.00 cm,19.60 cm,13.60 cm,12.20 cm,0.08 Kg,0.00 Kg,0.99 Kg,172.8 Cm³,,0.003 M³,NFC MUS WHT_CRM 50ML IN,86693,3304.99.30
Nivea,Nivea Face Care,NFC Care,NFC Multi White 50ml,86721-04800-16,86721-04800-16,NIVEA Multi White 50ml,Regular,Discontinue,Inactive,,,,900," 21,250 ",12/31/2017,,,,,,,,,,,,,,,,,,,,,3401.30.00
Nivea,Nivea Face Care,NFC Care,NFC Q10 Day Cream 30ml,84700-04801-25,84700-04801-25,NIVEA Q10 Day Cream 30ml,Regular,Discontinue,Inactive,,,,900," 29,644 ",12/31/2017,,,,,,,,,,,,,,,,,,,,,3304.99.30
Nivea,Nivea Face Care,NFC Care,NFC Q10 Day Cream 50ml,81287-04800-18,81287-04800-18,NIVEA Q10 Day Cream 50ml,Regular,Discontinue,Inactive,,,,900," 55,364 ",12/31/2017,,,,,,,,,,,,,,,,,,,,,3304.99.30
Nivea,Nivea Face Care,NFC Care,NFC Q10 Day Cream 50ml,81287-04801-25,81287-04800-18,NVIS Anti Ageing Q10 Day Cream 50ml,Regular,Discontinue,Inactive,,,,900," 39,525 ",12/31/2017,,,,,,,,,,,,,,,,,,,,,3304.99.30
Nivea,Nivea Face Care,NFC Care,NFC Q10 Eye Care 15ml,81288-04800-18,81288-04800-18,NIVEA Q10 Eye Care 15ml,Regular,Discontinue,Inactive,,,,900," 52,200 ",12/31/2017,,,,,,,,,,,,,,,,,,,,,3401.30.00
Nivea,Nivea Face Care,NFC Care,NFC Q10 Eye Care 15ml,48332-00017-00,81288-04800-18,NVIS Aw Q10 Plus Eye Cream 15ml,Regular,Discontinue,Inactive,,,,900," 37,549 ",12/31/2017,,,,,,,,,,,,,,,,,,,,,3401.30.00
Nivea,Nivea Face Care,NFC Care,NFC Q10 Night Cream 30ml,84716-04801-25,84716-04801-25,NIVEA Q10 Night Cream 30ml,Regular,Discontinue,Inactive,,,,900," 29,644 ",12/31/2017,,,,,,,,,,,,,,,,,,,,,3304.99.30
Nivea,Nivea Face Care,NFC Care,NFC Q10 Night Cream 50ml,81289-04800-18,81289-04800-18,NIVEA Q10 Night Cream 50ml,Regular,Discontinue,Inactive,,,,900," 59,318 ",12/31/2017,,,,,,,,,,,,,,,,,,,,,3304.99.30
Nivea,Nivea Face Care,NFC Care,NFC Q10 Night Cream 50ml,81289-04801-25,81289-04800-18,NVIS Anti Ageing Q10 Night Creme 50ml,Regular,Discontinue,Inactive,,,,900," 39,525 ",12/31/2017,,,,,,,,,,,,,,,,,,,,,3304.99.30
Nivea,Nivea Face Care,NFC Care,NFC Whitening AA Day Cream 30ml,86705-04800-16,86705-04800-16,NIVEA Whitening AA Day Cream 30ml,Regular,Discontinue,Inactive,,,,900," 15,300 ",12/31/2017,,,,,,,,,,,,,,,,,,,,,3304.99.30
Nivea,Nivea Face Care,NFC Care,NFC Whitening AA Day Cream 50ml,86706-04800-16,86706-04800-16,NIVEA Whitening AA Day Cream 50ml,Regular,Discontinue,Inactive,,,,900," 23,800 ",12/31/2017,,,,,,,,,,,,,,,,,,,,,3304.99.30
Nivea,Nivea Face Care,NFC Care,NFC Whitening AA Day Cream 50ml,48330-00000-38,86706-04800-16,NVIS Pure Wht Aa 50ml + NVIS Wht Foam 15ml,VAS,Discontinue,Inactive,,,,900," 23,800 ",12/31/2017,,,,,,,,,,,,,,,,,,,,,3304.99.30
Nivea,Nivea Face Care,NFC Care,NFC Whitening Night Cream 30ml,86741-04800-14,86741-04800-14,NIVEA Whitening Night Cream 30ml,Regular,Discontinue,Inactive,,,,900," 21,250 ",12/31/2017,,,,,,,,,,,,,,,,,,,,,3401.30.00
Nivea,Nivea Face Care,NFC Care,NFC Whitening Night Cream 30ml,48330-00000-22,86741-04800-14,NVIS White Night Repair 30ml & Nbo White Ni,VAS,Discontinue,Inactive,,,,900," 21,250 ",12/31/2017,,,,,,,,,,,,,,,,,,,,,3401.30.00
Nivea,Nivea Face Care,NFC Care,NFC Whitening Night Cream 50ml,86740-04800-14,86740-04800-14,NIVEA Whitening Night Cream 50ml,Regular,Discontinue,Inactive,,,,900," 29,750 ",12/31/2017,,,,,,,,,,,,,,,,,,,,,3401.30.00
Nivea,Nivea Face Care,NFC Care,NFC Whitening Night Cream 50ml,48330-00000-14,86740-04800-14,NVIS White Night Repair 50ml & Nbo White Ni,VAS,Discontinue,Inactive,,,,900," 29,750 ",12/31/2017,,,,,,,,,,,,,,,,,,,,,3401.30.00
Nivea,Nivea Face Care,NFC Care,NFC Whitening Day 30ml,82306-04800-13,82306-04800-13,NIVEA Whitening Day 30ml,Regular,Discontinue,Inactive,,,,900," 16,600 ",12/31/2017,,,,,,,,,,,,,,,,,,,,,3304.99.30
Nivea,Nivea Face Care,NFC Care,NFC Whitening Day 30ml,86731-04800-18,82306-04800-13,NVIS Sparkling Wht Day Care OC 30ml,Regular,Discontinue,Inactive,,,,900," 15,300 ",12/31/2017,,,,,,,,,,,,,,,,,,,,,3304.99.30
Nivea,Nivea Face Care,NFC Care,NFC Whitening Day 30ml,86731-04800-16,82306-04800-13,NVIS Pure White Oil Control Day Cream 30ml,Regular,Discontinue,Inactive,,,,900," 15,300 ",12/31/2017,,,,,,,,,,,,,,,,,,,,,3304.99.30
Nivea,Nivea Face Care,NFC Care,NFC Whitening Day 50ml,81252-04800-13,81252-04800-13,NIVEA Whitening Day 50ml,Regular,Discontinue,Inactive,,,,900," 28,400 ",12/31/2017,,,,,,,,,,,,,,,,,,,,,3304.99.30
Nivea,Nivea Face Care,NFC Care,NFC Whitening Day 50ml,86730-04800-18,81252-04800-13,NVIS Sparkling Wht Day Care OC 50ml,Regular,Discontinue,Inactive,,,,900," 23,800 ",12/31/2017,,,,,,,,,,,,,,,,,,,,,3304.99.30
Nivea,Nivea Face Care,NFC Care,NFC Whitening Day 50ml,86730-04800-16,81252-04800-13,NVIS Pure White Oil Control Day Cream 50ml,Regular,Discontinue,Inactive,,,,900," 23,800 ",12/31/2017,,,,,,,,,,,,,,,,,,,,,3304.99.30
Nivea,Nivea Face Care,NFC Care,NFC Whitening Day 50ml,48330-00000-39,81252-04800-13,NVIS Pure Wht OC 50ml + NVIS Wht Foam 15ml,VAS,Discontinue,Inactive,,,,900," 23,800 ",12/31/2017,,,,,,,,,,,,,,,,,,,,,3304.99.30
Nivea,Nivea Face Care,NFC Cleanse,NFC Sparkling Bright Facial Foam 50ml,86723-04800-12,86723-04800-12,NIVEA Sparkling Bright Facial Foam 50ml,Regular,Discontinue,Active,8999777003968,,8999777003982,1095," 15,330 ",4/1/2024,0,36,0,5.50 cm,3.50 cm,12.20 cm,0.00 cm,0.00 cm,0.00 cm,32.80 cm,15.30 cm,13.80 cm,0.05 Kg,0.00 Kg,2.12 Kg,234.9 Cm³,,0.007 M³,NF BRT WSH_GEL 50ML,86723,3401.30.00
